,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
2603,16175,"sản_phẩm tốt , chất_lượng đúng như shop quảng_bá , chức_năng hoạt_động tốt ổn_định , màu_sắc rực_rỡ , cảm_ứng nhạy lướt êm_ái , pin vừa_ý hài_lòng sản_phẩm chị_em an_tâm sản_phẩm shop",0,0,0,1,0,1,0,0,0
2604,16174,"nguyên niêm_phong , nguyên tem , kích_hoạt bảo_hành điện_tử hàng cực bọc vô_cùng chắn đặt_hàng shop liên_hệ nhắn , lưu_ý rỏ đồng_ý shop mal 7 test máy . dịp mua , không khuyến_mãi không ?",0,1,1,0,1,0,0,0,1
2605,16173,"đt cơ_bản , to kinh nhẹ . hợp đt phụ .",0,0,0,0,0,0,0,1,0
2607,16171,"máy_ngon , nguyên áp , không một vết xước , giao hàng siêu , shop phục_vụ siêu tốt , màu trắng màu vàng cố_gắng giao màu ok . máy pik chất_lượng",0,1,1,0,0,0,0,0,1
2608,16170,"giá sản_phẩm tốt . ngoại_hình thiết_kế đẹp , màn_hình đẹp , hiển_thị sắc nét câú hình mạnh giá tiền . game mượt không giật , lag . âm_thanh , chụp hình đẹp , shop rep nhắn nhiệt_tình . tóm giá ổn . ủng_hộ shop đơn hàng . 5s",1,1,0,1,0,1,0,0,1
2609,16169,"đóng_gói kỹ , hàng nguyên seal . hàng hãng oke lắm .",0,0,1,0,1,0,0,0,0
2610,16168,"cảm_ứng không mượt , bấm không , nhảy lung_tung . đổi hàng shop không trả_lời , chất_lượng sản_phẩm tệ .",0,-1,0,0,0,-1,0,0,0
2611,16167,"loa nghe 8 / 10 , keo hở tí , không trầy xướt tốt",0,0,0,0,0,0,-1,1,0
2612,16166,"1 tuần . shop không chê . máy hình_thức đẹp , trầy_xước ít , như . mạng ap rác ( tải tool mạng xoá ) . chip snap 820 nóng , xung , lag , mua máy phụ nghe gọi , nhẹ_nhàng đc .",0,-1,0,-1,0,0,0,0,1
2613,16165,shop giao hàng . máy hãng nguyên niêm_phong cộng đúng màu . 1 chất_lượng 😊,0,0,1,0,1,0,0,0,0
2614,16164,shop làm_ăn như lol . mua máy giao máy 😡 làm_ăn bất_uy_tín,0,-1,0,0,0,0,0,0,0
2615,16163,hàng . shop giao hàng . máy tốt . ưng lắm ng,0,0,1,0,0,0,0,0,0
2616,16162,"sản_phẩm tốt , , shop phục_vụ chu_đáo , giao hàng , mẹ không ảnh sản_phẩm",0,1,1,0,0,0,0,0,0
2617,16161,"đẹp , shop , sản_phẩm_chất_lượng đúng như quảng_cáo , chức_năng cơ_bản ổn_định , màn_hình đẹp cảm_ứng nhạy , lướt êm_ái , cấu_hình mạnh_mẽ , đồng_tiền , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,0,0,1,0,1,0,0,1
2620,16158,hàng ngon . tuột pin . ko,0,0,0,0,0,-1,0,0,0
2621,16157,đầu mua vsmart chưa đầy_đủ phụ_kiện . tầm giá ổn .,1,0,0,0,0,0,1,0,0
2622,16156,"túi chống sốc dày_dặn , đẹp ! mặc_dù shop giao hàng , đi chất_lượng túi chống sốc hài_lòng",0,0,0,0,0,0,1,1,0
2623,16155,"shop giao hàng chuẩn , máy đẹp , hoàn_thiện chi_tiết , cấu_hình mạnh_mẽ , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ , shop uy_tín nhiệt_tình khách_hàng , chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,0,0,1,1,0,0,1
2624,16154,"giao hàng , đóng_gói cẩn_thận . giao hàng , đóng_gói cẩn_thận .",0,0,1,0,0,0,0,0,0
2626,16152,"chút pin trâu , mát , shop giao hàng . tầm giá 3tr tạm ổn , màn chưa như mong_đợi",0,0,1,0,0,-1,0,0,0
2627,16151,"shop nhiệt_tình , máy hình_thức đẹp , ưng ! hà_nội nowship 1 tiếng máy",0,1,1,0,0,0,0,0,1
2628,16150,"hình_thức máy tương_đối đẹp , đóng_gói cẩn_thận , đầy_đủ phụ_kiện . như mô_tả . shop 5",0,0,1,0,0,0,1,0,1
2629,16149,đúng sản_phẩm,0,0,0,0,0,0,0,1,0
2630,16148,"đóng_gói giao hàng sản_phẩm oke tróc sơn nhẹ chỗ cổng sạc , shop đền_bù 1 tai_nghe xiaomi basic shop nhiệt_tình , nhanh_nhẹn test máy ổn , không lỗi trừ chỗ tróc sơn , hơi buồn một xí",0,1,1,0,0,0,1,0,-1
2631,16147,ổn_áp tầm giá,0,0,0,0,0,0,0,1,0
2632,16146,"hàng hãng , giao cực",0,0,1,0,1,0,0,0,0
2633,16145,"tuyệt_vời , máy đẹp , shop giao hàng đúng như quảng_cáo , chức_năng ổn_định , ứng_dụng chạy mượt , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ đẹp , mạng lướt web phim đều oke , shop tận_tình hướng_dẫn , nhân_viên phục_vụ chuyên_nghiệp , hài an_tâm sử",0,1,0,1,0,1,0,0,1
2634,16144,"hài_lòng chất_lượng sản_phẩm , máy đẹp lắm , shop giao hàng , test chức_năng ổn_định , màn_hình đẹp màu_sắc rực_rỡ , cảm_ứng lướt êm mượt , cấu_hình mạnh mạng lướt web phim , liên_minh sướng , đồng_tiền , giới_thiệu",0,0,1,1,0,1,0,0,1
2635,16143,máy đẹp hãng . chưa active . tốt tầm giá . mua . shop giao hàng,0,0,-1,0,1,0,0,0,1
2636,16142,đúng như sohp,0,0,0,0,0,0,0,1,0
2638,16140,"máy_mượt , . phiếu bảo_hành rõ_ràng . trôi bh hãng . giá tốt . góp_ý shop xíu tem niêm_phong in shop niêm_phong gói hàng yên_tâm , mua hàng điện_tử shop đều niêm_phong tem shop gói hàng shop keo dán hơi ớn .",1,0,0,1,0,0,0,0,1
2639,16139,"camera mờ , màn đóm trắng",0,0,0,0,0,-1,0,0,0
2640,16138,"10 máy tiền , phục_vụ chu_đáo cảm_giác nợ shop",0,1,0,0,0,0,0,0,0
2642,16136,5 tốc_độ trả_lời shop cực_kỳ 4 - 5 tiếng 😅 hàng ổn,0,1,0,0,0,0,0,0,0
2643,16135,điện_thoại chạy mượt máy hơi xước màn_hình một_tí pin hơi cũ tuột,0,0,0,1,0,-1,0,0,-1
2645,16133,"test . ok . máy_móc ổn_định , shop phục_vụ nhiệt_tình . chất_lượng máy chê . máy cứng_cáp , . ổn_định tầm giá . giao hàng chậm dự_kiến 1 không . giao hàng dự_kiến . shop uy_tín giao hàng đúng quảng_cáo",0,1,-1,0,0,0,0,0,1
2646,16132,"hàng , đủ pin , sạc . chưa thử không chất_lượng ntn . giao hàng . shop 5",0,0,1,0,0,0,1,0,0
2648,16130,"đẹp , sản_phẩm đồng_tiền , shop giao hàng chất_lượng tốt đúng như quảng_cáo , test chức_năng cơ_bản ổn_định , màu_sắc rực_rỡ , cảm_ứng nhạy , hài_lòng chất_lượng , ủng_hộ shop ,",0,0,1,1,0,1,0,0,1
2649,16129,"giao hàng . shop gọi điện tư_vấn nhiệt_tình . máy cũ 1 2 vết xước không , trông . shop ❤ ️",0,1,1,0,0,0,0,0,-1
2650,16128,"vọc máy 1 tí máy nóng , nóng lưng pin . hình_thức ổn",0,0,0,-1,0,0,0,0,1
2651,16127,pin kém . hình_thức xấu,0,0,0,0,0,-1,0,0,-1
2652,16126,"hàng hãng , shop nhiệt_tình chu_đáo , cực_kì hài_lòng",0,1,0,0,1,0,0,0,0
2653,16125,"vui , shop giao hàng đẹp , chất_lượng tốt , giá hợp_lý , máy hoạt_động ổn_định , pin chức_năng cơ_bản , như nghe gọi , chụp hình đẹp , lướt web mượt cảm_ứng nhạy , hoàn_thiện , đồng_tiền , shop làm_ăn uy_tín giao hàng đúng hẹn , sản_phẩm đúng",1,1,1,1,0,1,0,0,1
2654,16124,"máy , cảm_ứng mượt , spen thao_tác ổn an_tâm keo bám khe cạnh máy xuất_xứ sản_phẩm china spen",0,0,0,1,0,0,1,0,1
2655,16123,máy đẹp lắm . mua online kết_quả shop tâm như hài_lòng . sản_phẩm như mô_tả . máy cực đẹp . bóng bảy . màn_hình sống_động sắc nét . hài_lòng tặng shop 5 . mong 5 như shop,0,1,0,0,0,1,0,0,1
2656,16122,"máy mới_tinh không 1 vết xước , 2 mua shop ngon . antutu phết ^ tiếc giao hàng hơi chậm",0,0,-1,0,0,0,0,0,1
2657,16121,"shop uy_tín , chất_lượng sản_phẩm hoàn_hảo đẹp cấu_hình mạnh_mẽ , lướt web . game mượt_mà , màn_hình cảm_ứng nhạy , màu_sắc siêu đẹp , hài_lòng vừa_ý sản_phẩm phong_cách phục_vụ shop , 5 .",0,1,0,1,0,1,0,0,1
2658,16120,check 3utool pin màn thay_thế sửa_chữa . ổn tầm giá,0,0,0,0,0,-1,0,0,0
2659,16119,"máy tốt , chất_lượng đúng như quảng_cáo , shop nhiệt_tình tu vấn chuyên_nghiệp , hài_lòng sản_phẩm phong_cách phục_vụ shop ,",0,1,0,0,0,0,0,0,0
2660,16118,giao hàng ! shop nhiệt_tình,0,1,1,0,0,0,0,0,0
2662,16116,sản_phẩm mô_tả . shop giao hàng nhanh_chóng . chất_lượng dịch_vụ tốt .,0,1,1,0,0,0,0,0,0
2663,16115,"shop dễ_thương uy_tín , hàng chất_lượng chuẩn test đúng hàng hãng chi tự_tin mua hàng shop , 5 *",0,1,0,0,1,0,0,0,0
2664,16114,"mua 2 hài_lòng , shop . máy_đẹp",0,0,0,0,0,0,0,0,1
2665,16113,"shop giao hàng vận_chuyển cực , đóng_gói sản_phẩm tốt , chất_lượng sản_phẩm tốt giá tiền",0,0,1,0,0,0,0,0,0
2666,16112,"đúng như shop quảng_bá , sản_phẩm đẹp , chất_lượng không chê , hoàn_thiện , shop uy_tín giao hàng đúng hẹn sản_phẩm đúng hàng hãng , hài_lòng vừa_ý , an_tâm sản_phẩm shop shopee , shop 5",0,1,1,0,1,0,0,0,1
2667,16111,sim ghép không dc . đề_nghị shop đổi sim,0,0,0,0,0,0,-1,0,0
2668,16110,"máy_đẹp , nguyên niêm_phong , mượt_mà , mua giá rẻ , cám_ơn shop",1,0,0,1,1,0,0,0,1
2669,16109,mua hàng online mấy shop tin_tưởng . shop uy_tín ủng_hộ shop . shop giao hàng chuẩn . không chê . tặng shop 10,0,1,0,0,1,0,0,0,0
2672,16106,đt hiệu_năng ổn nhân_viên tư_vấn nhiệt_tình,0,1,0,1,0,0,0,0,0
2673,16105,"shop giao đúng hạn . chủ shop lịch_sự . nguyên hộp nguyên niêm_phong đầy_đủ , mùi máy thơm . chất_lượng tốt , mua đợt flash sale 4m4 . đồng_tiền bát gạo . ý_định mua sản_phẩm ủng_hộ shop !",0,1,1,0,1,0,0,0,1
2674,16104,"không mua , giao sản_phẩm lỗi , khiếu_nại shope mất chờ_đợi từ_chối , shope bảo_vệ mua sản_phẩm lỗi . chia_tay shope .",0,-1,0,0,0,0,0,0,0
2675,16103,"giao hàng , đóng_gói , an_toàn , máy đẹp , không tì_vết , đẹp mượt , ok , ngoại_trừ giá hợp_lý . shop chuyên_nghiệp , chủ shop hàng tâm , tư_vấn nhiệt_tình .",1,1,1,0,0,0,0,0,1
2676,16102,mua 2 mới_đầu oke,0,0,0,0,0,0,0,1,0
2677,16101,"thanks shop sản_phẩm tốt , mong_đợi",0,0,0,0,0,0,0,1,0
2678,16100,"máy chạy chậm , lag , vỏ xước",0,0,0,-1,0,0,0,0,-1
2679,16099,sản_phẩm tốt . 5 chìu .,0,0,0,0,0,0,0,1,0
2680,16098,"shop rút kinh_nghiệm phân_biệt đơn grab bt . bù đóng_gói hàng tốt , tư_vấn nhiệt_tình , giá êm thị_trường . nhân_viên tư_vấn nhẹ_nhàng . mua",1,1,1,0,0,0,0,0,0
2681,16097,"đầu đặt_hàng mạng hơi lo_lắng 1 chút . sợ shop giao hàng không quảng_cáo . gói hàng shop hài_lòng . máy đẹp . chuẩn hãng ,",0,0,0,0,1,0,0,0,1
2682,16096,"hàng hãng , shop tư_vấn kỹ khách_hàng . chúc shop phát_đạt",0,1,0,0,1,0,0,0,0
2683,16095,"máy đẹp , ngon . chức_năng hoạt_động ổn_định , shop giao hàng nhân_viên tư_vấn nhiệt_tình , an_tâm sản_phẩm shop",0,1,1,0,0,1,0,0,1
2684,16094,đập_hộp ! shop đóng_gói cẩn_thận . tặng kèm hẳn 2 miếng cường_lực ! chưa tviet ! đợi 7 tnao ! hài_lòng,0,0,1,0,0,0,1,0,0
2685,16093,"điện_thoại 3 chết . nt shop bảo bấm hàng rùi không_thể đổi . hãng bảo_hành , mất 200k . chán",0,-1,0,0,0,-1,0,0,0
2686,16092,"điện_thoại sony xperia z5 thiết_kế trừ hoàn_thiện sản_phẩm cực tốt . màn_hình hiển_thị mịn , màu_sắc_đẹp . nghe nhạc , camera chụp hình đẹp . nhân_viên hàng vui_vẻ , nhiệt_tình . game đỉnh_cao",0,1,0,1,0,1,0,0,0
2687,16091,máy oke,0,0,0,0,0,0,0,1,0
2688,16090,"hàng tốt , ổn mặt lưng bong nắp shop ổn",0,0,0,0,0,0,0,0,-1
2689,16089,"shop uy_tín , giao hàng đúng hẹn , máy chất_lượng đúng quảng_cáo , phong_cách làm_việc chuyên_nghiệp , máy đẹp , chức_năng chạy mạnh , màu_sắc màn_hình , hài_lòng , ủng_hộ shop , một",0,1,1,0,0,1,0,0,1
2690,16061,hàng hịn hò hợp giá tiền đóng_gói . shop nhiệt_tình chi tốt_bụng . ae mua hàng an_tâm,0,1,1,0,0,0,0,0,0
2691,16060,mua hàng shop . shope mal tin_tưởng nha 👍 🏻 👍 🏻 hàng đẹp giá tiền nha,0,0,0,0,0,0,0,0,1
2692,16059,"máy đẹp keeng , hộp bọc kỹ , giao hàng không chê chỗ",0,0,1,0,0,0,0,0,1
2693,16058,ưng ủng_hộ,0,0,0,0,0,0,0,1,0
2694,16057,"hàng nguyên niêm_phong kích_hoạt bảo_hành 23 / 9 , hoạt_động tốt .",0,0,0,0,1,0,0,0,0
2695,16056,"máy đẹp , ngon . chức_năng hoạt_động ổn_định , shop giao hàng nhân_viên tư_vấn nhiệt_tình , an_tâm sản_phẩm shop",0,1,1,1,0,0,0,0,1
2696,16055,"sản_phẩm điện_thoại tốt , miếng dán cường_lực 30k đểu hơi phí mua .",0,0,0,0,0,0,-1,1,0
2697,16054,"đóng_gói cẩn_thận . máy_đẹp , nguyên seal . mượt . 👍",0,0,1,1,1,0,0,0,1
2698,16053,giá rẻ điện_thoại tốt 2 mua hàng shop tổng_mua 3c điện_thoại ủng_hộ,1,0,0,0,0,0,0,0,0
2699,16052,cấu_hình mạnh game không lag . mua ổn mua người_thân mấy . shop,0,0,0,1,0,1,0,0,0
2700,16051,sản_phẩm đúng như mô_tả ngoại_hình đẹp màn đẹp pin ổn chưa ổn phụ_kiện shop cùi máy oke,0,0,0,0,0,1,-1,0,1
2701,16050,nút home vẻ hơi trục_trặc đều ok . máy đẹp . chủ shop tư_vấn nhiệt_tình,0,1,0,0,0,-1,0,0,1
2702,16049,đẹp docomo,0,0,0,0,0,0,0,0,1
2704,16047,"đồng_tiền bát gạo , sản_phẩm chuẩn , cấu_hình mạnh_mẽ , ứng_dụng hoạt_động ổn_định , màn_hình cảm_ứng lướt êm , màu đẹp , màu_sắc rực_rỡ , pin trâu_bò , hoàn_thiện , shop uy_tín hàng hãng giao hàng đúng hẹn , hài_lòng vừa_ý ,",0,1,1,1,1,1,0,0,0
2705,16046,mua redmi note 3 ngon giao redmi 3 tức kh ? mua hàng lưu_ý shop mua_bán gian_dối nha sống tích đức xíu đi shop !,0,-1,0,0,0,0,0,0,0
2706,16045,"đồng_tiền bát gạo , shop phục_vụ nhiệt_tình , giao hàng đúng hẹn , chất_lượng tốt , máy đẹp , chức_năng cơ_bản chạy ổn_định , cảm_ứng màn_hình đẹp , màu_sắc rực_rỡ như mong_đợi , máy đầm , hài_lòng lắm shop , shop ,",0,1,1,1,0,1,0,0,1
2707,16044,"giao hàng , máy ok , ủng_hộ shop tiếp",0,0,1,0,0,0,0,0,0
2708,16043,"đúng chuẩn , shop giao hàng đúng quảng_cáo , chất_lượng tốt , test ứng_dụng chạy mượt lắm , pin trâu_bò , cảm_ứng lướt êm hình sắt nét , shop nhiệt_tình , tận_tâm khách_hàng chế_độ hậu_mãi rõ_ràng , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,0,1,0,1,0,0,0
2710,16041,"shop giao hàng siêu , đóng_gói sản_phẩm điện_thoại oke lắm .",0,0,1,0,0,0,0,0,0
2711,16040,"shop nhiệt_tình , giao hàng , phân_loại đúng , giá ok , hài_lòng",1,1,1,0,0,0,0,0,0
2712,16039,hàng . đợt giao hàng . shop thùng giấy mong_manh . hàng điện_tử hộp mỏng mặc_dù lót mốp . hài_lòng .,0,0,-1,0,0,0,0,0,1
2713,16038,"mua sản_phẩm 2 , chất_lượng tầm giá lướt web , youtube nhẹ_nhàng , máy mượt",0,0,0,1,0,0,0,0,0
2717,16034,pin hơi yếu,0,0,0,0,0,-1,0,0,0
2718,16033,"kỹ_thuật_viên , phục_vụ nhiệt_tình chu_đáo . hiện binh",0,1,0,0,0,0,0,0,0
2719,16032,"máy đẹp , hoàn_thiện tốt , cấu_hình mạnh_mẽ , pin trâu , cảm_ứng mượt_mà lướt êm_ái , màu_sắc rực_rỡ như mong_đợi , hài_lòng sản_phẩm , shop phục_vụ nhiệt_tình , giao hàng đúng hẹn chất_lượng đúng như quảng_bá , an_tâm sản_phẩm shop ,",0,1,1,1,0,1,0,0,1
2720,16031,máy_đẹp xuất_sắc chủ nhiệt_tình,0,1,0,0,0,0,0,0,1
2721,16030,"máy_đẹp , cấu_hình mạnh , game lướt web đều mượt , shop giao hàng đúng như quảng_cáo , giới_thiệu người_thân bạn_bè ủng_hộ shop ... chi mua hàng shop . 5 *",0,0,0,1,0,1,0,0,1
2722,16029,"sản_phẩm chuẩn , đúng hàng hãng , shop giao hàng đúng quảng_cáo , chất_lượng tốt , máy đẹp , máy 2 hài_lòng , chức_năng ổn_định , pin trâu_bò , sạc , màn_hình cảm_ứng nhạy , shop hài_lòng sản_phẩm , 5",0,0,1,0,1,1,0,0,1
2725,16026,"đóng_gói , shop tư_vấn nhiệt_tình , thân máy xước , máy chạy tốt .",0,1,1,1,0,0,0,0,-1
2726,16025,chất_lượng tốt tính_năng ấn_tượng cạnh vẻ sang_trọng cao_cấp . chiến game ổn lắm . hài_lòng,0,0,0,1,0,0,0,0,1
2727,16024,"ổn , mượt_mà , giá mềm tốt , đúng màu đúng mẫu , đủ sạc tai_nghe , máy oke giao hàng hơi , không shop đủ quảng_cáo đúng sự_thật",1,1,-1,1,0,0,1,0,0
2728,16023,sản_phẩm hình,0,0,0,0,0,0,0,1,0
2729,16022,"đúng như anh_em giới_thiệu , shop giao hàng ok , , máy đẹp , màn_hình màu_sắc rực_rỡ , cảm_ứng êm_ái , ứng_dụng hoạt_động chuẩn , camera sắt nét , loa lớn âm_thanh nghe rõ_ràng , mạng lướt web game không chê hài_lòng lắm ,",0,0,1,1,0,1,0,0,1
2730,16021,"máy màn ám vàng , shop đổi , hàng nguyên seal , chất_lượng 1",0,1,0,0,1,0,0,0,0
2731,16020,giao hàng hơi chậm,0,0,-1,0,0,0,0,0,0
2732,16019,"sản_phẩm tốt , shop nhiệt_tình",0,1,0,0,0,0,0,0,0
2734,16017,", máy đẹp , chức_năng hoàn_thiện màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ đồng_tiền shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo , shop 5",0,1,1,0,0,1,0,0,1
2735,16016,", , nguyên . . 5s shop",0,0,0,0,0,0,0,0,1
2736,16015,"chất_lượng tốt , máy đẹp lắm , đúng như shop quảng_cáo , chức_năng cơ_bản hoạt_động tốt , màu_sắc_đẹp , cảm_ứng nhạy , cấu_hình mạnh_mẽ , công_nhận shop làm_ăn uy_tín , hài_lòng vừa_ý nha , an_tâm sản_phẩm shop , duyệt 5 shop ,",0,1,0,0,0,1,0,0,1
2737,16014,hàng chất_lượng cao_giá_cả hợp_lý giao hàng nhanh_chóng tận_tình chu_đáo,1,1,1,0,0,0,0,0,0
2738,16013,máy đẹp . ủng_hộ tiếp,0,0,0,0,0,0,0,0,1
2739,16012,"hình_ảnh ok , chưa như . hi_vọng tốt",0,0,0,0,0,0,0,0,1
2740,16011,"pin trâu sạc chụp đẹp nét , wifi ổn_định mạng lướt web phim game oke .",0,0,0,1,0,1,0,0,0
2741,16010,máy đẹp . pin 100 % . shop uy_tín 5 *,0,1,0,0,0,1,0,0,1
2742,16009,"đặt_hàng cài rom xong shop nhiệt_tình , giá_cả hợp_lý , chúc shop phát_triển nhe !",1,1,0,0,0,0,0,0,0
2743,16008,"shop uy_tín giao hàng đúng hẹn , sản_phẩm_chất_lượng tốt , test ứng_dụng chạy êm , pin hình sắt nét , vừa_ý , shop giao hàng đúng như quảng_cáo , ủng_hộ shop đơn hàng , . 👍",0,1,1,1,0,1,0,0,0
2744,16007,mua bữa đầu xong hôm không . giúp 😭,0,0,0,0,0,0,0,1,0
2745,16006,"máy đẹp đúng 99 % . check 3u tool zin ổn . điện_thoại mượt không lỗi_lầm . máy lock shop tư_vấn nhiệt_tình . máy sim , 4g đầy_đủ . giá tốt tầm giá . chú_ý đóng_hộp đẹp ok . hài_lòng shop .",0,1,-1,1,1,1,0,0,1
2747,16004,"tầm giá oke . hàng hãng , máy hơi cấn góc nhẹ . đeo ốp lưng suốt đời không ram 4gb androi 10 không mượt lắm chạy androi 9",0,0,0,-1,1,0,0,0,-1
2748,16003,"máy đẹp , oke la . mã máy như samsung công_bố wed lun , shop",0,0,0,0,1,0,0,0,1
2749,16002,shop gửi sạc nhắn_tin giải_quyết gọn chất_lượng . phone nghe gọi tốt . tiền .,0,1,0,1,0,0,0,0,0
2752,15999,"đẹp , shop giao hàng đúng hẹn , sản_phẩm đóng_gói gọn_gàng , chất_lượng tốt , test chức_năng ổn_định , màn_hình cảm_ứng nhạy , sắc nét , camera đều tuyệt_vời , ứng_dụng hoạt_động chuẩn mạng game lướt web mượt_mà vừa_ý hài_lòng sản ơn shop ,",0,0,1,1,0,1,0,0,1
2753,15998,sp tốt trầy sước tầm 80 %,0,0,0,0,0,0,0,0,-1
2755,15996,"tuyệt , hình_thức chuẩn , ứng_dụng mượt , màn_hình sắc nét , cấu_hình mạnh mạng choi fb , , zalo game , shop , ủng_hộ shop sản shop",0,0,0,1,0,1,0,0,1
2757,15994,"chất_lượng sản_phẩm tuyệt_vời , tiền , giá rẻ",1,0,0,0,0,0,0,0,0
2758,15993,sản_phẩm không tốt,0,0,0,0,0,0,0,1,0
2759,15992,"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,0,0,0,1
2761,15990,máy mua không không sạc dc . đem đi sửa . đợi bảo_hành . nản mua hàng online,0,-1,0,0,0,-1,0,0,0
2763,15988,máy ổn pin,0,0,0,0,0,-1,0,0,0
2765,15986,"giao hàng , , bảo_hành yên_tâm . tks",0,0,1,0,0,0,0,0,0
2766,15985,"máy đẹp , shop đúng hẹn giao hàng , chất_lượng đúng như quảng_cáo , ứng_dụng hoạt_động tốt , màn_hình cảm_ứng nhạy , wifi ổn_định , chụp hình sắc nét , hài_lòng lắm shop , giới_thiệu bạn_bè người_thân ủng_hộ shop , chúc shop đắt",0,0,1,1,0,1,0,0,1
2767,15984,"ok ổn , đều tốt",0,0,0,0,0,0,0,1,0
2768,15983,test điện_thoại tốt . hài_lòng . hộp đựng ốp lưng tờ hướng_dẫn không ốp lưng . shop xác_nhận giùm tặng ốp lưng không . đều okay . .,0,0,0,0,0,0,-1,0,0
2769,15982,hài_lòng . 99 % hơi . chờ .,0,0,0,0,0,0,0,1,0
2770,15981,"sản_phẩm tiền , hài_lòng lắm , sản_phẩm",0,0,0,0,0,0,0,1,0
2773,15978,sản_phẩm đúng như quản_cáo 😁 😁 😁 5 * shop,0,0,0,0,0,0,0,1,0
2774,15977,sản_phẩm đẹp chất_lượng,0,0,0,0,0,0,0,0,1
2775,15976,đt hơi lắc đứng màn_hình,0,0,0,-1,0,0,0,0,0
2777,15974,máy 100 % nha . nguyên niêm_phong nguyên tem . giá_cả hợp_lý . ship gọn không móp méo .,1,0,1,0,1,0,0,0,1
2778,15973,giao hàng siêu đúng 1 hàng nguyên niêm_phong,0,0,1,0,1,0,0,0,0
2779,15972,"máy , vỏ đẹp . lỗi vặt mic 2 máy không hoạt_động . nfc không hoạt_động . loa . máy trọng_lượng nhẹ máy hãng mua việt_nam . mặt ổn , không . lỗi không ảnh_hưởng trải nghiệm .",0,0,0,0,0,-1,0,0,1
2780,15971,sản_phẩm chưa nửa . máy lỗi . liên_tục tự_động tắt . khởi_động không . tháo pin khởi_động . 😴,0,0,0,-1,-1,0,0,0,0
2781,15970,ok,0,0,0,0,0,0,0,1,0
2782,15969,"máy màu đen , shop , giá tốt kèm miếng kính cường_lực ❤ ️ shop nhiệt_tình chu_đáo , anh_em yên_tâm mua ❤ ️ ❤ ️ ❤ ️",1,1,0,0,0,0,1,0,0
2783,15968,"hàng , sản_phẩm nguyên hộp , tặng 2 miếng dán màn_hình . mua hàng shop đảm_bảo chất_lượng . zalo :",0,0,0,0,1,0,1,0,0
2784,15967,ngon . chất_lượng ổn giá . máy đẹp lắm . giá mềm oặt không ủng_hộ hơi phí 😋,1,0,0,0,0,0,0,0,1
2785,15966,"hàng đúng chất_lượng , giao , nhiệt_tình",0,1,1,0,0,0,0,0,0
2786,15965,sản_phẩm ổn pin 86 shop,0,0,0,0,0,0,0,1,0
2788,15963,máy ok . cốc sạc chưa hài_lòng lắm . hi_vọng mua shop tặng cục sạc zin . hài_lòng shop 5 *,0,0,0,0,0,0,-1,0,0
2789,15962,"máy đẹp , hàng đúng chuẩn , shop uy_tín giao hàng chất_lượng đúng như quảng_bá , giá_cả hợp_lý , máy đẹp , ứng_dụng chạy ổn_định , chức_năng cơ_bản hoạt_động tốt , màn_hình cảm_ứng nhạy , , màu_sắc rực_rỡ , hài_lòng vừa_ý , ủng_hộ shop đơn hàng ,",1,1,1,1,0,1,0,0,1
2790,15961,phân_vân mãi dám mua mua không ân_hận ! shop tư_vấn nhiệt_tình rep tn,0,1,0,0,0,0,0,0,0
2791,15960,"đẹp lắm shop . máy mới_tinh không trầy_xước , màn_hình màu_sắc rực_rỡ như mong_đợi , chức_năng cơ_bản ổn_định , cảm_ứng lướt nhẹ_nhàng êm_ái , sản_phẩm hoàn_thiện chi_tiết , giá_cả tầm , nhân_viên hàng shop nhiệt_tình , thân_thiện , hài_lòng vừa_ý sản_phẩm",1,1,0,0,0,1,0,0,1
2792,15959,"ipad 90 % , kiểm_tra pin ( độ chai pin 30 % ) . giao hàng",0,0,1,0,0,0,0,0,1
2794,15957,máy hơi lag,0,0,0,-1,0,0,0,0,0
2795,15956,"sản_phẩm ok , đầu thoát ap update , tội shop giao hơi , giá sale đắt giá : s",-1,0,-1,0,0,0,0,0,0
2796,15955,"hàng oke giá hợp_lý giao lộn dây sạc iphone , máy samsung nha_shop",1,0,0,0,0,0,-1,0,0
2797,15954,ipad oke c ship nguy_hiểm_😂 ủng_hộ shop tiếp ♥ ️ ♥ ️ ♥ ️,0,0,1,0,0,0,0,0,0
2798,15953,"hàng shop gửi . đẹp_mắt , chất_lượng không chê , cấu_hình , mạnh giá tiền , test chức_năng ổn . giá_cả hợp túi_tiền , vui sản_phẩm đúng như quảng_cáo . giới_thiệu người_thân ủng_hộ shop 👍",1,0,0,1,0,1,0,0,1
